Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
37420357,"Viktor Somovs dagbok, Ryssland - från drömmar till mardröm",Volodja Semitjov,"Semitjov, Volodja",Eugen Semitjov,"=""9158207198""","=""""",0,4.00,Legenda Pocket AB,Paperback,328,1985,,,2021/12/19,"to-read, history, politics, svenska","to-read (#323), history (#123), politics (#75), svenska (#123)",to-read,,,,0,0
36653843,"Religionskollision - Minoritet, majoritet och toleransens gränser",Eli Göndör,"Göndör, Eli",,"=""917703063X""","=""9789177030638""",0,3.68,Timbro Förlag,Paperback,166,2017,2017,,2021/12/18,"to-read, political-philosophy, religion, morality, svenska","to-read (#313), political-philosophy (#183), religion (#44), morality (#120), svenska (#122)",to-read,,,,0,0
36568694,Sverige i Vita huset,Staffan Thorsell,"Thorsell, Staffan",,"=""""","=""""",0,0.0,Bonnier Fakra,Unknown Binding,,2004,,,2021/12/15,"history, politics, svenska","history (#90), politics (#60), svenska (#121)",read,,,,1,0
36139423,Marx i ett band,Karl Marx,"Marx, Karl","Friedrich Engels, Fredrik Engelstad, Gunnar Gunnarson, Bertil Wagner, Sven-Eric Liedman, Ruth Bohman, Rickard Sandler, Carl-Henning Wijkmark, Jon Elster","=""""","=""""",0,4.50,Prisma,Hardcover,312,1974,1974,,2021/12/19,"to-read, political-philosophy, svenska","to-read (#333), political-philosophy (#199), svenska (#120)",to-read,,,,0,0
35558237,Den ekologiska drömmen : myter och sanningar om ekologisk odling,Holger Kirchmann,"Kirchmann, Holger","Rune Andersson, Thomas Kätterer, Lars Bergström","=""9187513536""","=""9789187513534""",0,1.75,Fri Tanke Förlag,Hardcover,179,2014,,,2021/12/05,"to-read, beyond-nature, svenska","to-read (#198), beyond-nature (#26), svenska (#119)",to-read,,,,0,0
34866603,Befria människan,John-Henri Holmberg,"Holmberg, John-Henri",,"=""""","=""""",0,0.0,Dalia Books,Paperback,135,1985,,,2021/12/20,"liberalism, political-philosophy, svenska","liberalism (#134), political-philosophy (#220), svenska (#117)",read,,,,1,0
38095345,Framtiden är Historia: det totalitära Rysslands återkomst,Masha Gessen,"Gessen, Masha",,"=""9173376876""","=""9789173376877""",0,4.19,Brombergs,Hardcover,549,2017,2017,,2021/12/07,"to-read, history, liberalism, politics, svenska","to-read (#236), history (#42), liberalism (#104), politics (#54), svenska (#116)",to-read,,,,0,0
30761673,Kyrkan på torget : offentlig teologi i en postsekulär tid,Joel Halldorf,"Halldorf, Joel",,"=""9173154881""","=""9789173154888""",0,3.67,Argument förlag,Hardcover,158,2016,,,2021/12/17,"to-read, political-philosophy, religion, morality, svenska","to-read (#299), political-philosophy (#179), religion (#31), morality (#110), svenska (#114)",to-read,,,,0,0
30255631,Nästan allt om människan,Johan Frostegård,"Frostegård, Johan",,"=""""","=""9789185565610""",0,3.00,,Paperback,296,2011,,,2021/05/11,"to-read, human-evolution, morality, svenska","to-read (#174), human-evolution (#59), morality (#53), svenska (#113)",to-read,,,,0,0
41057276,"Utopia för realister: hur medborgarlön, öppna gränser och 15 timmars arbetsvecka kan bli verklighet",Rutger Bregman,"Bregman, Rutger",Per Holmer,"=""912715288X""","=""9789127152885""",0,4.21,Natur & Kultur,Hardcover,294,2018,2014,,2020/09/07,"to-read, liberalism, politics, svenska","to-read (#165), liberalism (#70), politics (#38), svenska (#110)",to-read,,,,0,0
26213115,Lenin och kommunismen,"Lars-Erik Blomgren, Ingvar Körberg","Körberg, Lars-Erik Blomgren, Ingvar",,"=""""","=""""",0,3.00,Utbildningsförlaget,Paperback,139,1971,1971,,2021/12/20,"politics, history, svenska","politics (#100), history (#160), svenska (#108)",read,,,,1,0
25744507,Den ekonomiska människans fall,Johan Frostegård,"Frostegård, Johan",,"=""9185565717""","=""9789185565719""",0,3.00,Karolinska Institutet,Paperback,250,2014,2014,,2021/05/11,"to-read, human-evolution, morality, political-philosophy, svenska","to-read (#173), human-evolution (#58), morality (#52), political-philosophy (#55), svenska (#107)",to-read,,,,0,0
25638560,Kommentar till Heideggers varat och tiden,Hans Ruin,"Ruin, Hans",,"=""9189315502""","=""""",0,3.71,Elander Gotab,,119,2005,,,2021/12/06,"to-read, philosophy, svenska","to-read (#231), philosophy (#93), svenska (#106)",to-read,,,,0,0
25415362,"Gud, om vi ska talas vid du och jag måste jag vara helt ärlig",Ann Heberlein,"Heberlein, Ann",,"=""""","=""9789100138677""",0,3.28,Albert Bonniers förlag,Hardcover,136,2015,2015,,2021/12/19,"religion, svenska","religion (#50), svenska (#105)",read,,,,1,0
25085477,Före - efter,Gösta Ehrensvärd,"Ehrensvärd, Gösta",,"=""""","=""""",0,0.0,Aldus / Bonnier,Mass Market Paperback,135,1972,1971,,2021/12/20,"to-read, beyond-nature, politics, svenska","to-read (#345), beyond-nature (#33), politics (#99), svenska (#102)",to-read,,,,0,0
40194659,Vetenskapens Bortglömde Hjälte - Alexander von Humboldts Äventyr,Andrea Wulf,"Wulf, Andrea",Emeli André,"=""9173437565""","=""9789173437561""",0,4.32,Leopard förlag,Paperback,512,2016,2015,,2019/12/01,"to-read, beyond-nature, history, svenska","to-read (#150), beyond-nature (#20), history (#119), svenska (#101)",to-read,,,,0,0
23859788,Heideggers väg,Daniel Birnbaum,"Birnbaum, Daniel",Sven-Olov Wallenstein,"=""9187172968""","=""9789187172960""",0,3.88,Bokförlaget Thales,Staple Bound,144,1999,1999,,2021/12/07,"philosophy, svenska","philosophy (#95), svenska (#100)",read,,,,1,0
23261276,Framtidsutmaningar: det nya Sverige,Jesper Strömbäck,"Strömbäck, Jesper",,"=""""","=""9789186815813""",0,2.60,CPI,Paperback,322,2013,2013,,2018/01/24,"to-read, politics, liberalism, svenska","to-read (#141), politics (#14), liberalism (#24), svenska (#99)",to-read,,,,0,0
18459447,Det enda könet: Varför du är förförd av den ekonomiske mannen och hur det förstör ditt liv och världsekonomin,Katrine Kielos,"Kielos, Katrine",,"=""9175031728""","=""9789175031729""",2,3.67,Månpocket,Paperback,303,2013,2012,,2021/12/19,"human-evolution, political-philosophy, svenska","human-evolution (#109), political-philosophy (#194), svenska (#98)",read,,,,1,0
22617009,Därför hatar alla liberaler. Och därför har alla fel.,Per Svensson,"Svensson, Per",,"=""919816600X""","=""9789198166002""",2,3.42,Liberal Debatt/Bertil Ohlin Förlag,Paperback,180,2014,2014,,2019/02/07,"liberalism, reviewed, history, political-philosophy, svenska","liberalism (#31), reviewed (#65), history (#151), political-philosophy (#208), svenska (#95)",read,"Intressant, och en viktig diskussion. Men den som beskyller liberalism för arrogans får vatten på sin kvarn. Självreflektion och självkritik är inte Per Svenssons starka sida.",,,1,0
22536596,"Frihet, ändlighet, historicitet",Hans Ruin,"Ruin, Hans",,"=""9187219409""","=""9789187219405""",0,3.56,Ersatz,Hardcover,397,2013,2013,,2021/12/07,"philosophy, political-philosophy, svenska","philosophy (#96), political-philosophy (#118), svenska (#94)",read,,,,1,0
22430602,Livets mening,Ingemar Hedenius,"Hedenius, Ingemar",,"=""""","=""""",0,3.00,Bonnier,Unknown Binding,239,1964,1964,,2021/12/18,"to-read, morality, philosophy, religion, svenska","to-read (#310), morality (#118), philosophy (#155), religion (#41), svenska (#93)",to-read,,,,0,0
22016356,Idéer om livet. En biologihistoria. Band II,Nils Uddenberg,"Uddenberg, Nils",,"=""9127093603""","=""""",0,3.75,Natur och Kultur,Hardcover,317,2003,2003,,2021/12/06,"to-read, evolution, history, svenska","to-read (#211), evolution (#48), history (#31), svenska (#91)",to-read,,,,0,0
21546042,"Karl Popper, Falsifieringens Profet (Swedish Edition)",Ulf Persson,"Persson, Ulf",,"=""9170401179""","=""9789170401176""",0,2.00,Ckm Forlag,Paperback,212,2014,2014,,2021/12/09,"to-read, philosophy, karl-popper, svenska","to-read (#274), philosophy (#135), karl-popper (#30), svenska (#90)",to-read,,,,0,0
18714144,En anständig individualism - Adam Smith flankerad av Francis Hutcheson och David Hume,Stefan Björklund,"Björklund, Stefan",,"=""""","=""""",0,5.00,Carlsson,Hardcover,239,2013,2013,,2021/12/05,"to-read, liberalism, political-philosophy, svenska","to-read (#50), liberalism (#85), political-philosophy (#76), svenska (#85)",to-read,,,,0,0
18458973,Satis polito,Jimmie Åkesson,"Åkesson, Jimmie",,"=""9198116207""","=""9789198116205""",0,3.07,Asp & Lycke,Hardcover,284,2013,2013,,2021/12/18,"to-read, political-philosophy, politics, svenska","to-read (#315), political-philosophy (#184), politics (#69), svenska (#84)",to-read,,,,0,0
17876921,Idéer om livet. En biologihistoria. Band I,Nils Uddenberg,"Uddenberg, Nils",,"=""9127093581""","=""""",0,4.14,Natur och Kultur,Hardcover,310,2003,2003,,2021/12/05,"to-read, evolution, history, svenska","to-read (#210), evolution (#46), history (#28), svenska (#82)",to-read,,,,0,0
29451450,Diderot: tänkandets lycka,Jacques Attali,"Attali, Jacques",,"=""9187513315""","=""9789187513312""",0,3.65,Fri Tanke,Hardcover,0,2015,2012,,2017/10/14,"to-read, philosophy, enlightenment, svenska","to-read (#103), philosophy (#31), enlightenment (#6), svenska (#81)",to-read,,,,0,0
16169407,Vetenskapsfilosofi,Bengt Molander,"Molander, Bengt",,"=""9187172194""","=""""",0,2.43,Thales,Paperback,285,1990,1990,,2021/12/07,"to-read, philosophy, science, svenska","to-read (#258), philosophy (#109), science (#19), svenska (#80)",to-read,,,,0,0
16162801,Älskade fascism: De svartbruna rörelsernas ideologi och historia,Henrik Arnstad,"Arnstad, Henrik",,"=""9113034103""","=""9789113034102""",0,3.81,Norstedts,Hardcover,452,2013,2013,,2021/12/18,"to-read, political-philosophy, politics, history, svenska","to-read (#316), political-philosophy (#185), politics (#70), history (#106), svenska (#79)",to-read,,,,0,0
16083485,Är svensken människa?: gemenskap och oberoende i det moderna Sverige,Henrik Berggren,"Berggren, Henrik",Lars Trägårdh,"=""""","=""""",0,3.82,Norstedts,Hardcover,456,2006,2006,,2021/12/20,"to-read, history, politics, svenska","to-read (#348), history (#161), politics (#101), svenska (#78)",to-read,,,,0,0
3232351,Humanismen som livshållning och andra essayer,Georg Henrik von Wright,"Wright, Georg Henrik von",,"=""9515205271""","=""9789515205278""",0,3.69,Söderström,,183,1982,1978,,2021/12/07,"to-read, philosophy, svenska","to-read (#254), philosophy (#102), svenska (#77)",to-read,,,,0,0
16004166,Filosofen som inte ville tala: Ett personligt porträtt av Ludwig Wittgenstein,Sten Andersson,"Andersson, Sten",,"=""9113043374""","=""9789113043371""",0,3.40,Norstedts,Hardcover,761,2012,2012,,2021/12/19,"to-read, history, philosophy, svenska","to-read (#328), history (#132), philosophy (#162), svenska (#75)",to-read,,,,0,0
15836178,David Hume: Humanisten och skeptikern,Gunnar Fredriksson,"Fredriksson, Gunnar",,"=""9173432504""","=""9789173432504""",0,3.67,Leopard Förlag,Hardcover,182,2009,2009,,2020/09/07,"to-read, enlightenment, philosophy, morality, history, svenska","to-read (#157), enlightenment (#7), philosophy (#60), morality (#39), history (#70), svenska (#74)",to-read,,,,0,0
15838567,Välfärdsåren,Göran Hägg,"Hägg, Göran",,"=""9172320419""","=""9789172320413""",0,3.69,Månpocket,Paperback,475,2006,,,2021/12/19,"history, politics, svenska","history (#143), politics (#89), svenska (#73)",read,,,,1,0
15827158,I väntan på Mona Sahlin,Christer Isaksson,"Isaksson, Christer",,"=""9113021346""","=""9789113021348""",0,4.00,Norstedts,Paperback,417,2009,2008,,2021/12/19,"history, politics, svenska","history (#158), politics (#98), svenska (#72)",read,,,,1,0
15589106,"Globalisering, Ideologi Och Nationell Politik: Elva Texter Kring Bertil Ohlin Och Socialliberalismen",Hakan Holmberg,"Holmberg, Hakan",,"=""9178443032""","=""9789178443031""",0,0.0,Gidlunds Feorlag I Samarbete Med Riksbankens Jubileumsfond & Bertil Ohlin-Institutet,Hardcover,123,1999,1999,,2021/12/19,"to-read, history, liberalism, political-philosophy, svenska","to-read (#341), history (#152), liberalism (#131), political-philosophy (#209), svenska (#70)",to-read,,,,0,0
15584948,Ett Samhälle Utan Moral,Gunnar Adler-Karlsson,"Adler-Karlsson, Gunnar",,"=""9152803066""","=""9789152803066""",0,0.0,Zinderman,Hardcover,183,1979,,,2021/12/06,"political-philosophy, svenska","political-philosophy (#110), svenska (#69)",read,,,,1,0
13560719,Samhället som teater,"Ingemar Karlsson, Arne Ruth","Ruth, Ingemar Karlsson, Arne",,"=""9173247073""","=""9789173247078""",3,4.09,Ordfront Förlag,,447,1999,1999,,2021/12/07,"history, literature-music-art, politics, svenska","history (#43), literature-music-art (#11), politics (#55), svenska (#67)",read,,,,1,0
12832254,Kommando Holger Meins,Dan Hansén,"Hansén, Dan",,"=""""","=""9789170370922""",0,3.75,Ordfront Förlag,Hardcover,351,2007,2005,,2021/12/19,"history, politics, svenska","history (#140), politics (#86), svenska (#66)",read,,,,1,0
17252929,Mannen utan ansikte,Masha Gessen,"Gessen, Masha",Nille Lindgren,"=""9173374849""","=""9789173374842""",0,3.82,Brombergs,,463,2013,2010,,2021/12/18,"to-read, history, politics, svenska","to-read (#314), history (#104), politics (#67), svenska (#65)",to-read,,,,0,0
18803352,Ett universum ur ingenting : varför det finns någonting snarare än ingenting,Lawrence M. Krauss,"Krauss, Lawrence M.",,"=""""","=""9789186061548""",0,3.94,,,214,2012,2012,,2016/07/13,"to-read, philosophy, svenska","to-read (#133), philosophy (#26), svenska (#63)",to-read,,,,0,0
16109898,Om genus,Raewyn W. Connell,"Connell, Raewyn W.",,"=""""","=""9789171732965""",0,3.77,Daidalos AB,Paperback,220,2009,2009,,2021/12/07,"to-read, political-philosophy, human-evolution, svenska","to-read (#241), political-philosophy (#126), human-evolution (#90), svenska (#62)",to-read,,,,0,0
22141245,Samtal med djävulen,Leszek Kołakowski,"Kołakowski, Leszek",Martin von Zweigbergk,"=""9176081559""","=""""",0,3.84,Bromberg,,,1982,1982,,2021/12/19,"to-read, literature-music-art, philosophy, religion, svenska","to-read (#319), literature-music-art (#13), philosophy (#158), religion (#45), svenska (#61)",to-read,,,,0,0
13630988,En liten bok om ondska,Ann Heberlein,"Heberlein, Ann",,"=""9174291904""","=""9789174291902""",0,3.55,Bonnier Pocket,Paperback,311,2011,2010,,2021/12/19,"history, morality, svenska","history (#137), morality (#126), svenska (#59)",read,,,,1,0
8645282,"Logik, filosofi och språk: Strömningar och gestalter i modern filosofi",Georg Henrik von Wright,"Wright, Georg Henrik von",,"=""9188248216""","=""9789188248213""",0,3.35,Bokförlaget Nya Doxa AB,Paperback,234,1996,1965,,2021/12/07,"to-read, philosophy, history, svenska","to-read (#253), philosophy (#101), history (#59), svenska (#58)",to-read,,,,0,0
8613177,"Filosofin genom tiderna - 1900-talet, efter 1950 (Filosofin genom tiderna #5)",Konrad Marc-Wogau,"Marc-Wogau, Konrad","Lars Bergström, Staffan Carlshamre","=""9172350679""","=""9789172350670""",0,3.68,Bokförlaget Thales,Hardcover,583,2008,2008,,2021/12/07,"to-read, history, philosophy, svenska","to-read (#255), history (#60), philosophy (#103), svenska (#57)",to-read,,,,0,0
8537888,Väninnan: Rapport från Rosenbad,Eva Franchell,"Franchell, Eva",,"=""9174290401""","=""9789174290400""",0,3.50,Albert Bonniers Förlag,Paperback,347,2009,2009,,2021/12/19,"politics, history, svenska","politics (#78), history (#126), svenska (#56)",read,,,,1,0
29087429,Tro och vetande,Ingemar Hedenius,"Hedenius, Ingemar",,"=""9186061038""","=""9789186061036""",0,3.53,Fri Tanke förlag AB,Hardcover,214,2009,1949,,2021/12/18,"to-read, philosophy, religion, svenska","to-read (#311), philosophy (#156), religion (#42), svenska (#55)",to-read,,,,0,0
50641974,Alla dessa dagar... : I regeringen 1982-1990,Kjell-Olof Feldt,"Feldt, Kjell-Olof",,"=""""","=""""",0,4.07,PAN/Norstedts,Paperback,497,1992,1991,,2021/12/19,"history, politics, svenska","history (#157), politics (#97), svenska (#52)",read,,,,1,0
3929440,Buddhismen (Pax verdensreligionene) (Norwegian Edition),Knut A. Jacobsen,"Jacobsen, Knut A.",,"=""8253022085""","=""9788253022086""",0,3.40,Pax,Hardcover,242,2000,2000,,2021/12/17,"to-read, religion, history, svenska","to-read (#308), religion (#40), history (#95), svenska (#50)",to-read,,,,0,0
18484023,Tio dagar som skakade världen,John   Reed,"Reed, John",Olle Moberg,"=""9129445795""","=""""",0,3.94,Rabén & Sjögren,Paperback,263,1982,1919,,2021/12/19,"history, politics, svenska","history (#147), politics (#92), svenska (#49)",read,,,,1,0
3114204,Fondfrågan (Albaidé) (Swedish Edition),Assar Lindbeck,"Lindbeck, Assar",,"=""9174582143""","=""9789174582147""",0,0.0,Alba,Hardcover,1,1979,1979,,2021/12/19,"history, politics, svenska","history (#145), politics (#90), svenska (#48)",read,,,,1,0
25576948,Myternas historia,Karen Armstrong,"Armstrong, Karen",,"=""9172320443""","=""9789172320444""",2,3.69,Månpocket,Paperback,139,2006,2005,,2021/12/17,"human-evolution, history, religion, svenska","human-evolution (#99), history (#93), religion (#37), svenska (#46)",read,,,,1,0
57961090,Att lägga livet till rätta,Yvonne Hirdman,"Hirdman, Yvonne",,"=""9173319112""","=""9789173319119""",0,3.65,Carlsson bokförlag,Hardcover,262,2018,1989,,2021/12/06,"history, political-philosophy, svenska","history (#34), political-philosophy (#108), svenska (#45)",read,,,,1,0
2230472,Vetenskapen och förnuftet: Ett försök till orientering,Georg Henrik von Wright,"Wright, Georg Henrik von",,"=""9134508694""","=""9789134508699""",2,3.82,Bonniers,Unknown Binding,153,1987,1986,,2021/12/07,"philosophy, science, svenska","philosophy (#149), science (#32), svenska (#43)",read,,,,1,0
50082567,Kommunistiska Manifestet,Karl Marx,"Marx, Karl",Friedrich Engels,"=""9170140308""","=""""",0,3.68,Arbetarkultur,Paperback,75,1976,1848,,2021/12/19,"political-philosophy, to-read, svenska","political-philosophy (#198), to-read (#352), svenska (#42)",to-read,,,,0,0
1791673,Vänstern och tyranniet: det galna kvartsseklet,Per Ahlmark,"Ahlmark, Per",,"=""9175662744""","=""9789175662749""",0,4.04,Timbro,Unknown Binding,273,1994,1994,,2021/12/05,"to-read, politics, liberalism, svenska","to-read (#212), politics (#51), liberalism (#87), svenska (#41)",to-read,,,,0,0
1791666,Det öppna såret: Om massmord och medlöperi,Per Ahlmark,"Ahlmark, Per",,"=""9175663260""","=""9789175663265""",0,4.38,Timbro,Hardcover,,1997,,,2021/12/05,"liberalism, politics, svenska","liberalism (#88), politics (#52), svenska (#40)",read,,,,1,0
1634093,Pol Pots leende: Om en svensk resa genom röda khmerernas Kambodja,Peter Fröberg Idling,"Idling, Peter Fröberg",,"=""9172320745""","=""9789172320741""",0,3.84,Månpocket,Paperback,400,2007,2006,,2021/12/19,"to-read, history, politics, svenska","to-read (#330), history (#141), politics (#87), svenska (#38)",to-read,,,,0,0
12639716,Den protestantiska etiken och kapitalismens anda,Max Weber,"Weber, Max",Agne Lundquist,"=""9170060231""","=""9789170060236""",0,3.91,Argos/Palmkrons Förlag,Paperback,161,1978,1904,,2021/12/06,"to-read, history, political-philosophy, svenska","to-read (#221), history (#32), political-philosophy (#105), svenska (#37)",to-read,,,,0,0
21784806,Vara och tid,Martin Heidegger,"Heidegger, Martin",Jim Jakobsson,"=""9171734007""","=""9789171734006""",0,4.05,Bokförlaget Daidalos,Hardcover,528,2013,1927,,2021/12/07,"to-read, philosophy, svenska","to-read (#232), philosophy (#94), svenska (#36)",to-read,,,,0,0
20343031,Egyptens nycklar,Lesley Adkins,"Adkins, Lesley","Roy A. Adkins, Thomas  Andersson","=""9146180559""","=""9789146180555""",0,4.00,Wahlström & Widstrand,Hardcover,384,2001,2000,,2021/12/17,"history, svenska","history (#97), svenska (#35)",read,,,,1,0
13702157,Bergtagen,Thomas Mann,"Mann, Thomas",Ulrika Wallenström,"=""9100116793""","=""9789100116798""",5,4.13,Albert Bonniers Förlag,Paperback,965,2011,1924,,2016/02/09,"literature-music-art, reviewed, svenska","literature-music-art (#2), reviewed (#95), svenska (#34)",read,Detta är ett mästerverk. Tydligt förankrad i en specifik tid och plats men visar ändå på rottrådar bakåt och framåt i den europeiska civilisationen. Oundgänglig för en djupare förståelse av grundläggande begrepp i den europeiska traditionen. Översättningen är fantastisk.,,,1,0
12075119,I skuggan av framtiden,Sven-Eric Liedman,"Liedman, Sven-Eric",,"=""9100569542""","=""9789100569549""",0,3.87,Albert Bonniers Förlag,Paperback,598,1999,1997,,2015/05/16,"to-read, political-philosophy, svenska","to-read (#96), political-philosophy (#36), svenska (#33)",to-read,,,,0,0
25635823,Den stora muren : Kinas historia under 3000 år,Julia Lovell,"Lovell, Julia",Tomas Håkanson,"=""9172638508""","=""9789172638501""",0,3.46,Norstedts Pocket,Paperback,345,2007,1981,,2021/12/17,"to-read, history, svenska","to-read (#309), history (#103), svenska (#30)",to-read,,,,0,0
43083647,En fjärran spegel: Det stormiga 1300-talet,Barbara W. Tuchman,"Tuchman, Barbara W.",Britt Lundbom,"=""917486260X""","=""""",0,4.05,Atlantis,Hardcover,668,1994,1978,,2021/12/18,"history, svenska","history (#109), svenska (#29)",read,,,,1,0
54277245,Vägen till Träldom,Friedrich A. Hayek,"Hayek, Friedrich A.",,"=""9175663147""","=""""",0,4.15,Timbro,Hardcover,263,1996,1944,,2021/12/05,"to-read, liberalism, political-philosophy, svenska","to-read (#35), liberalism (#91), political-philosophy (#87), svenska (#28)",to-read,,,,0,0
28946931,Till världskapitalismens försvar,Johan Norberg,"Norberg, Johan",,"=""9175665581""","=""9789175665580""",0,3.85,Timbro,Paperback,276,2004,2001,,2021/12/20,"to-read, liberalism, political-philosophy, svenska","to-read (#350), liberalism (#135), political-philosophy (#221), svenska (#27)",to-read,,,,0,0
32810213,Rubicon: Den Romerska Republikens Uppgång och Fall,Tom Holland,"Holland, Tom","Thomas Grundberg, Stefan Lindgren","=""9173431338""","=""9789173431330""",0,4.23,Leopard Förlag,Paperback,361,2006,2003,,2021/12/19,"history, svenska","history (#110), svenska (#24)",read,,,,1,0
46023782,Människans väg,Martin Buber,"Buber, Martin",,"=""""","=""""",0,4.27,Dualis,Hardcover,80,1989,1948,,2021/12/17,"to-read, morality, religion, philosophy, svenska","to-read (#303), morality (#112), religion (#33), philosophy (#152), svenska (#23)",to-read,,,,0,0
24421450,Postmodernismens förklaring: skepticism och socialism från Rousseau till Foucault,Stephen R.C. Hicks,"Hicks, Stephen R.C.",Sven Anders Johansson,"=""9175669846""","=""9789175669847""",0,3.89,Timbro,Hardcover,225,2014,2004,,2021/12/07,"to-read, history, enlightenment, liberalism, political-philosophy, svenska","to-read (#238), history (#45), enlightenment (#16), liberalism (#106), political-philosophy (#124), svenska (#22)",to-read,,,,0,0
36404180,Alternativa fakta - Om kunskapen och dess fiender,Åsa Wikforss,"Wikforss, Åsa",,"=""9187935899""","=""9789187935893""",3,3.82,Fri Tanke förlag,Hardcover,261,2017,2017,2017/10/30,2017/11/03,"philosophy, reviewed, politics, science, svenska","philosophy (#32), reviewed (#33), politics (#46), science (#39), svenska (#17)",read,"I huvudsak bra resonemang om vetenskap och kunskap, men den stryker den standardmässiga, ""politiskt korrekta"" åsiktsriktningen medhårs. En irriterande detalj är att författaren har överdoserat på Donald Trumps hemskhet, det känns som att alla dumheter vad gäller synen på fakta och vetenskap måste illustreras med något han sagt. Detta är en på sätt och vis bekväm bok. Inga konstiga åsikter eller knäppa teorier från den ""egna"" sidan skärskådas. Om författaren vill uppmuntra till kritiskt tänkande vore det nog pedagogiskt bra att granska någon ståndpunkt som många progressiva människor håller för sann, exempelvis den att GMO är farligt. Jag håller med om mycket i denna boken, men dess ansats är alldeles för självgod. Vetenskapen liksom den i bred mening progressiva opinionen borde nog tänka tanken att den kanske har begått misstag även den. Litet självkritik skulle inte skada.",,,1,0
37800215,Condorcets misstag : Hoten mot staten och demokratin,Per Molander,"Molander, Per",,"=""9176810747""","=""9789176810743""",3,3.44,Weyler Förlag,Hardcover,379,2017,2017,2018/04/22,2018/04/08,"reviewed, liberalism, political-philosophy, svenska","reviewed (#21), liberalism (#47), political-philosophy (#24), svenska (#15)",read,"Intressant framförallt för att Upplysningen diskuteras i relation till dagens politik. Per Molander är en sann reformist, vilket är befriande i en tid där värderingssignaler tycks ha trängt ut seriös politik. Trots det saknas det något i analysen; den är litet för mycket tillbakablickande på så sätt att flera av dagens politiska problem betraktas som orsakade av felaktiga politiska beslut. Framförallt får man intrycket att Per Molander tror att bara Socialdemokraterna fortsatt vara helt traditionella socialdemokrater så hade allt varit så mycket bättre. I det sammanhanget kan man notera att löntagarfonderna inte alls nämns. En reformist måste ta hänsyn till att även politik som en gång var bra kan ha sin egen logik och utveckling som leder till stora problem senare.",,,2,0
16038109,Det politiska tänkandets historia,Svante Nordin,"Nordin, Svante",,"=""""","=""9789144001838""",5,3.53,Studentlitteratur,Paperback,218,2006,1999,2018/11/04,2018/09/23,"liberalism, reviewed, political-philosophy, history, svenska","liberalism (#17), reviewed (#12), political-philosophy (#9), history (#5), svenska (#14)",read,"En mycket bra introduktion till Västerlandets mest kända politiska tänkare. Såvitt jag kan se på beskrivningen av de filosofer som jag själv känner väl till, så gör Svante Nordin ett mycket bra jobb. Hans resonemang kring de olika epokernas centrala frågeställningar är klara, rediga och tankeväckande. Boken är lättläst.",,,1,0
41385386,Gud : Återkomsten - Hur religionen kom tillbaka och vad den betyder.,Joel Halldorf,"Halldorf, Joel",,"=""9173877735""","=""9789173877732""",1,3.76,Libris,Hardcover,125,2018,,2019/01/21,2018/12/02,"religion, reviewed, liberalism, morality, political-philosophy, politics, svenska","religion (#15), reviewed (#8), liberalism (#45), morality (#8), political-philosophy (#15), politics (#45), svenska (#13)",read,"En djupt kluven och osammanhängande skrift om ett intressant ämne. Å ena sidan är religion oerhört viktigt, å andra sidan kan man inte generalisera om religion. Å ena sida är gemenskap, praktik och relationer (inte teorier) det viktiga med religion, å andra sidan var Jesus en revolutionär genom sin lära om alla människors lika värde. Å ena sidan är liberalism och sekularism en katastrof, å andra sidan ska vi ha en sekulär stat med liberal grund. Joel Halldorf publicerar mycket, men jag undrar om han inte borde tänka efter litet mer.",,,1,0
13516172,Liberalismens idéhistoria: frihet och modernitet,Svante Nycander,"Nycander, Svante",,"=""""","=""9789186203214""",3,2.60,SNS Förlag,Hardcover,510,2009,2009,2019/02/15,2019/02/07,"karl-popper, liberalism, reviewed, morality, political-philosophy, history, svenska","karl-popper (#12), liberalism (#22), reviewed (#7), morality (#7), political-philosophy (#5), history (#4), svenska (#12)",read,"En bred genomgång av de tänkare som hänförs till den liberala traditionen, och av de historiska sammanhang som de verkade i. Beskrivningarna är i huvudsak väl avvägda, men ibland är formuleringarna litet kantiga och man blir litet förvirrad huruvida synpunkten är den refererade tänkarens, eller Nycanders åsikt om denne. Ett framträdande tema i boken är spänningen mellan de universella liberala argumenten (rättigheter, nytta, etc) och de mer historiskt baserade resonemangen. Detta är en dimension som nästan helt saknas i dagens politiska debatt. Nycander gör mig intresserad av de tänkare som hade ett mer historiskt synsätt, som exempelvis Francois Guizot. Han skriver mer utförligt om Benjamin Constant, Immanuel Kant, Alexis de Tocqueville, John Stuart Mill, Walter Lippmann, John Dewey, Friedrich von Hayek och John Rawls.",,,1,0
